"id_norma_modificatoria","id_norma_modificada","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"375721","375163","Resolución","1914","","SECRETARIA DE TRABAJO","2022-11-17","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO ARGENTINO DE TRABAJADORES DE LA INDUSTRIA FIDEERA - UIFRA"
"375722","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375722","375233","Resolución","1922","","SECRETARIA DE TRABAJO","2022-11-18","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO 'FEDERACION GRAFICA BONAERENSE' - FEDERACION ARGENTINA DE LA INDUSTRIA GRAFICA Y AFINES"
"375723","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375723","372271","Resolución","1484","","SECRETARIA DE TRABAJO","2022-09-29","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE CHOFERES PARTICULARES - UNION DE PROPIETARIOS DE AUTOS DE REMISES DE LA REP ARG"
"375724","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375724","368574","Resolución","848","","SECRETARIA DE TRABAJO","2022-07-25","CONVENCIONES COLECTIVAS DE TRABAJO","SOESGYPE - OTROS"
"375725","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375726","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375726","358087","Resolución","735","","SECRETARIA DE TRABAJO","2021-12-14","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNIDO DE TRABAJADORES JARDINEROS, PARQUISTAS, VIVERISTAS Y FLORICULTORES - OTRO"
"375738","318245","Ley","27483","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2019-01-02","CONVENIOS","CONVENIO PARA LA PROTECCION DE LAS PERSONAS"
"375739","375738","Ley","27699","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2022-11-30","PROTECCION DE LAS PERSONAS CON RESPECTO AL TRATAMIENTO AUTOMATIZADO DE DATOS DE CARACTER PERSONAL","PROTOCOLO - APRUEBASE"
"375740","275347","Ley","27360","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2017-05-31","CONVENCION INTERAMERICANA SOBRE PROTECCION DE LOS DERECHOS HUMANOS DE LAS PERSONAS MAYORES","APROBACION"
"375741","375740","Ley","27700","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2022-11-30","CONVENCION INTERAMERICANA SOBRE PROTECCION DE DERECHOS HUMANOS DE LAS PERSONAS MAYORES","JERARQUIA CONSTITUCIONAL - OTORGASE"
"375742","22268","Ley","23427","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1986-12-03","COOPERATIVAS","FONDO PARA EDUCACION Y PROMOCION COOPERATIVA - CREACION"
"375742","305264","Ley","27432","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2017-12-29","IMPUESTOS","LEYES Nº 25.413 Y Nº 23.427 - VIGENCIAS - PRORROGAS"
"375743","375742","Ley","27702","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-11-30","IMPUESTOS","LEY 27.432 - PRORROGA"
"375744","290769","Ley","8980","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1912-11-12","BENEFICIOS PREVISIONALES","PENSIONES GRACIABLES-PRORROGA DEL PLAZO"
"375744","313671","Ley","27451","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2018-08-22","PARQUE NACIONAL ACONQUIJA","CESION DE JURISDICCION AL ESTADO NACIONAL"
"375745","375744","Ley","27697","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2022-11-30","INMUEBLES","CESION DE JURISDICCION"
"375746","639","Ley","24241","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1993-10-18","SISTEMA INTEGRADO DE JUBILACIONES Y PENSIONES","CREACION"
"375746","148141","Ley","26425","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2008-12-09","SISTEMA INTEGRADO PREVISIONAL ARGENTINO","REGIMEN PREVISIONAL PUBLICO - UNIFICACION"
